role,group,campaign_id,seed,artifact,artifact_bytes,sha256,outcome,capture_classification,final_classification,classification_source,max_act
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430517,run_STS430517_a20_ironclad.jsonl,379392,0df243b00174b0ab6ce41cad2e973cd45cac52adf4ba62d501c9e37ff1f1388e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430525,run_STS430525_a20_ironclad.jsonl,1373003,9a2ffd7a81423aa1191a982881f719a14f2f45d5b6041169e7f054ce70e59306,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430533,run_STS430533_a20_ironclad.jsonl,910074,8f48e32cae981ed1220c3e9c300196cb6c3299a53e8ccb80731a1b61b460fce6,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430541,run_STS430541_a20_ironclad.jsonl,668636,c7308b21a8e70b9b656571a17057e209c9229517c177685de7a2e1030f3414f9,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430549,run_STS430549_a20_ironclad.jsonl,775390,d91945ca656489a9552abb8d097bf2e208efbacb323aec3b3985ef2417058e53,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430557,run_STS430557_a20_ironclad.jsonl,780691,1b2d10e2349e050231b6c2e233c3a6aa1e9b7c566bda55a13cfb2b596cbc4809,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430565,run_STS430565_a20_ironclad.jsonl,525457,440c603015ba6fd9bc26d0a7141a112e9c18dc07f521e49d293930530effa6ce,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430573,run_STS430573_a20_ironclad.jsonl,456426,583439fd6737ce2e4fd3b0902287cc18e914e8fd5d49bf94e9c986791b2f9bb7,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430581,run_STS430581_a20_ironclad.jsonl,969035,362e44760662236e989e9290469fcbc47e53701fcdcb4b67a11e9d4dbc6a1160,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430589,run_STS430589_a20_ironclad.jsonl,472361,1fb05c05e6598f06e3b29ec0dae5db5607b7aa293cf2a5f340815162bca1aa1a,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430597,run_STS430597_a20_ironclad.jsonl,570443,4b6b00fd81debec6ee315d591831252addc1729278b94d0e837dbb80e3e1a4f0,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430102,run_STS430102_a20_ironclad.jsonl,952368,b10f64ab116f0f3828dc609dc06cd43dd8f246e40c8b4a38bdcf9e8e02942f25,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430110,run_STS430110_a20_ironclad.jsonl,742353,b7211007caf91dbd027cf645b6abfb528c5e060f035c52b016fdc7e67bd41752,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430118,run_STS430118_a20_ironclad.jsonl,1108915,4bfd385785a330c05676a518cb37ba42b1eff0591e9b6969487847d39804cad1,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430126,run_STS430126_a20_ironclad.jsonl,741796,230464d6f08084d35d44515dc0d1dc76cac0443c112109d4a4cd63a872e4a76a,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430134,run_STS430134_a20_ironclad.jsonl,941768,45fa3707ae7244569ca5df8b656da2c30af414db267eb1b690d3cb3dec24f836,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430142,run_STS430142_a20_ironclad.jsonl,515295,4f5050958c352e2f96578fb810af697d7adc8715ac7e48570cab4f5c72e8b98e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430150,run_STS430150_a20_ironclad.jsonl,443962,17af5fab1050a8a43cca20198a69390665653590ceeb980c0973cbb137962358,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430158,run_STS430158_a20_ironclad.jsonl,1241867,23abd5b770a6fd78e2d022cc8502e6d1cc82ea33f195d98e1a7f0da6ad67d880,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430166,run_STS430166_a20_ironclad.jsonl,896393,f618e740df47aac2d6d03f4c753e9e72271aa81a3d9d9ddc12600535e6a08272,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430174,run_STS430174_a20_ironclad.jsonl,1389224,d5052a3f5aef02a26cdaa68d3fa43c4ddca93c506f37814c8fae75750ef5cdba,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430182,run_STS430182_a20_ironclad.jsonl,1242595,d403fdf54f46a77402460c7c8ce1eb92fe14e5bb22925f310dc71d4b863a67fa,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430190,run_STS430190_a20_ironclad.jsonl,312109,a22e93629a0203297f64be55cb69bbfdc744965c18d3b53cb25f98199f3e5c04,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430198,run_STS430198_a20_ironclad.jsonl,343442,94d40b0e22f503e0b011b443ba509a7c135e0922ffa587335a06a96df552fc31,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430206,run_STS430206_a20_ironclad.jsonl,696613,3a3b82c7d06860f8cdd6c6df39f908b52cc497f695dbf5d93f87ad5fb2482956,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430214,run_STS430214_a20_ironclad.jsonl,902525,262f7eb65e4979747c4f64b1d6b24a620fb466bc71279e6d44836f15c7a410d3,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430222,run_STS430222_a20_ironclad.jsonl,1473508,0c1c40352189635e85478e8924ffd374b28a7ba8dec2a2798f07a85df8920dc2,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430230,run_STS430230_a20_ironclad.jsonl,450107,d358af1d0069a008c74854dcfcf840e4013b4b55417014852cd6ed5dfbf47b8e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430238,run_STS430238_a20_ironclad.jsonl,879529,db665ca3681fa809d1520b63d81fad0ebca86aa85bf92751eae0e3ade24e571d,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430246,run_STS430246_a20_ironclad.jsonl,633935,46c78a8a2ec87351c5749488ea564dac957ac42e6fb38017f3b9203fcdc34f40,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430254,run_STS430254_a20_ironclad.jsonl,887572,8e0bdd637ea35f3706d8e0fcc75501fa3ec93a346d0114fafbd720e5738d7fa3,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430262,run_STS430262_a20_ironclad.jsonl,1092425,2c486daf753e000c96f49dae56a02e0ab4d3b4b890b104a1d8176bd3867f9547,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430270,run_STS430270_a20_ironclad.jsonl,1485189,f767de2cf346bbd7f5d511910cc9815812b59c4cc781e059ed16197ca47a4fd1,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430278,run_STS430278_a20_ironclad.jsonl,945036,3b85e93cc13e8b7020249ccc7ca4c0ac6b5ae95fef955090ca9ead6d181375c1,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430286,run_STS430286_a20_ironclad.jsonl,368401,ce72cd1c9ca762632242683ce84d56f843f51e5e09d426b1c306c92356a4ed49,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430294,run_STS430294_a20_ironclad.jsonl,1828856,9aecaa4b43d8217d885ca783de1ec15064bc0fe2b93a6f00a3fde904c8e37058,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430302,run_STS430302_a20_ironclad.jsonl,1137697,a2c63f67954a0ccc68ed4db103256d406114eacb88f4f5f561dc885b215a0776,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430310,run_STS430310_a20_ironclad.jsonl,1628694,7dea947080496aa157ea17db2d589d2229b5a35853eb81ff49221d6e48a59b23,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430318,run_STS430318_a20_ironclad.jsonl,732000,0fb8580b2d71b0ea46d4600bdb0e754db9e23d141ff27e00b5b413c8b2262041,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430326,run_STS430326_a20_ironclad.jsonl,493456,17495389635420fac97efee41c1ebdfbfc9a8a13d0634b20ce00fb30bf73135a,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430334,run_STS430334_a20_ironclad.jsonl,1091012,c9975bd2a179830e0a3829ad02802d79c8bd5fd27c75fb7bc9db411f44cd8019,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430342,run_STS430342_a20_ironclad.jsonl,911365,5203a6bfed0c20217c38ccef8315129f4eaab7726983e5c05be81bda2c5062ef,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430350,run_STS430350_a20_ironclad.jsonl,845515,11c3118ebe33c12d42c54e5fae8fd95ec044759beb723f786c7837f8af551fab,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430358,run_STS430358_a20_ironclad.jsonl,1273024,cc309e429aea1961d8849281fe63c0b58e33666c858a40843641fcdd1eabbc35,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430366,run_STS430366_a20_ironclad.jsonl,1199058,d24c3110010b3ca99e7e0166acade0d43692ca3f39a3e2cc38bb73bc2a40153e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430374,run_STS430374_a20_ironclad.jsonl,577109,4470f356f8a00d94dcc728af9c6840c0ce102e9555febb1d7f4e0f21f854052e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430382,run_STS430382_a20_ironclad.jsonl,803151,3e553bb8f0078c88cc4940e8ba0b00f0ffe2e5edf9838fe45ca8a48e02483cb2,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430390,run_STS430390_a20_ironclad.jsonl,884069,18daab41a16baf90cfb2cea995b993aca37f808a495943dad446adf23aa937f8,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430398,run_STS430398_a20_ironclad.jsonl,721915,d7dc37974659bc07ba3893d3b1493c762bb06fc82f72794b1a100e97a6656c92,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430406,run_STS430406_a20_ironclad.jsonl,321720,2e94d5ac5c7c449b33cb1f88e3f458a540769832dd15fb2ebbc9bb65e32fed56,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430414,run_STS430414_a20_ironclad.jsonl,767570,03218459159a2ab1f48e9f19b4d64ebf088da9ed0b9e239984f9c5bac35e9a37,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430422,run_STS430422_a20_ironclad.jsonl,916664,b8351300b9a8a406019ecf7bf0bdd0f81716882bd1c5eda801ae0e1f4a1afcaf,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430430,run_STS430430_a20_ironclad.jsonl,831271,2c73bddf81690831b4c1bafcd3b94dacd6958f19a9b1e3cf3eeb76c4523e7d69,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430438,run_STS430438_a20_ironclad.jsonl,1276529,cfc697a76479afbb8ca0d532fecc70686b0f544a2e1cdefabe312f4e986c1016,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430446,run_STS430446_a20_ironclad.jsonl,730207,cf56e8c21b9e74fa7f3f12138b1dc11d6634576b261e96eb0de8ec9b80c2cfcd,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430454,run_STS430454_a20_ironclad.jsonl,870992,47e9e982fe91f7e6806fde6a0ce1ce9bad8baa8bbb7fdd1c9121ed47f2fd17b4,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430462,run_STS430462_a20_ironclad.jsonl,1132648,13e7bdf5c0c5a99d9657b1b60f89709259133182cf7f9a715ad95fdf6d40073e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430470,run_STS430470_a20_ironclad.jsonl,720947,6eb30622bb502de7511502629d02e13a50adf049edf67ab71ed7c7c1ce706b7c,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430478,run_STS430478_a20_ironclad.jsonl,640645,362089975c649a3685592296548f33bcc6aa069dad3572ec0e54e311e10a86c0,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430486,run_STS430486_a20_ironclad.jsonl,615886,e56a4d48f47ccbdcf2eccf0cca0ed894ea5dd19acef0947d652548d350184bb7,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430494,run_STS430494_a20_ironclad.jsonl,326866,3726a103c9f55b735876acc68fbad116f69d2152fbf31e4767eaa14bdf80938a,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430502,run_STS430502_a20_ironclad.jsonl,1398307,06227078f30517dacb420256b8afcd2567ffff4764641990df64a534756fd32e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430510,run_STS430510_a20_ironclad.jsonl,549786,e45f6192bcc8b46fce527487292a74088b5cd9562301538f8b229823cb6e30b2,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430518,run_STS430518_a20_ironclad.jsonl,626085,a15903aa6265b8ab43abf842c37ebd52f8a73ecf3b0b80c820dd32ad5770e3c1,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430526,run_STS430526_a20_ironclad.jsonl,844951,087ae814b37b5a3875af193c58c5c828bfd40e434353c599ad54d8c451c96fcf,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430534,run_STS430534_a20_ironclad.jsonl,486315,4a3073abcc604b9ded278b52642e992b679f192deefd893ff5a532cd0d9903ab,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430542,run_STS430542_a20_ironclad.jsonl,1961764,057d04a4b23d790e39017c46336d810e47a3cd6901eae71044538e2caf1b8fa0,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430550,run_STS430550_a20_ironclad.jsonl,768578,41d0e4972bcdf0bfdbd51bc6ffe6f30f48a32f95f0c21edb7ff43ca0a291f6f2,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430558,run_STS430558_a20_ironclad.jsonl,522330,1e37d2f9143b5e4a2be1dd867c67499db4253c9074ddafec7b3667813636c2f2,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430566,run_STS430566_a20_ironclad.jsonl,656265,3a11154708076886b7238e59a2d7a09c09755c0db637ebad6b5cc3f7a0ce30cc,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430574,run_STS430574_a20_ironclad.jsonl,1052473,b68f26d7a1bb0d1680f11591043a53b50cd7d1e2fb90ec09796e63f41fae1d75,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430582,run_STS430582_a20_ironclad.jsonl,935320,ace03e5b53c914f4553773a6906171cbbc6edefee8e62157dd7f962c40ae90b4,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430590,run_STS430590_a20_ironclad.jsonl,520533,b7738701bd64268afafb324cbae40db313c580e8b2d40183141f3b23ba8a7691,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-003-of-008,STS430598,run_STS430598_a20_ironclad.jsonl,1080492,301286ed0bdf23f2e8f430d37f497d1f8be8b4b5d34d329b6748919bcf00818f,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430103,run_STS430103_a20_ironclad.jsonl,1069217,4ce6a8ee33a2e5dc74f5424768835cf4e9378e3b8da4f8c1be3c49dc79b4e446,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430111,run_STS430111_a20_ironclad.jsonl,1258749,eb79f825690901092e8e8daecdbfedfb02fd4572487226eeaec5dad0f7529ea7,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430119,run_STS430119_a20_ironclad.jsonl,516620,bb1d1944be41fbf1c35039f69ad2c5d5475c2fc3a02b88dac0afcdc2a4081eb8,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430127,run_STS430127_a20_ironclad.jsonl,683153,8df48fed84acd9154d6529baa1f3e3a80cba5ac27dcc7d1d234e5ce8e0fdc757,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430135,run_STS430135_a20_ironclad.jsonl,1241181,192ed3673b16ade9b8fac09f3a1011e3b3f6970c253847e624bba7b67f2124a1,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430143,run_STS430143_a20_ironclad.jsonl,906745,705a92c57246654cc15a1cfc800987601d3f41fd2f5db7d6b7bff56e9db2e206,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430151,run_STS430151_a20_ironclad.jsonl,917910,6358c91bc59ce550b9d2887986ded2cd6c2a567c7abf4323ab0f40b205a51047,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430159,run_STS430159_a20_ironclad.jsonl,1712719,0320ee3cff39b2b449ca37d9b673f7bee3f9147605129fe94054ed9e1b9b64d4,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430167,run_STS430167_a20_ironclad.jsonl,338706,fa2857dc6f9854c9f621d1a05e17d50ad877d24c71cb3a5d8692ddf286dcbd27,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430175,run_STS430175_a20_ironclad.jsonl,467614,c10b9f4cf6073b799668606fcf4158b9d73a8b145bf0bf4a4007ab70704186a3,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430183,run_STS430183_a20_ironclad.jsonl,744324,9c8fa1aa8fa9c7b5ff2fed10b40e8818635d425158dc3456294eab36cc5c7b41,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430191,run_STS430191_a20_ironclad.jsonl,442993,07b26181dd367f77b3ec28765deda61664fb19d53353c0192a09c6f275dc4129,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430199,run_STS430199_a20_ironclad.jsonl,391058,2d7a3aaf2a9cb0ef24362d50d5cc932876f3303427cebdfe4f657c379cd44698,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430207,run_STS430207_a20_ironclad.jsonl,1147940,76a8277b80df6bbe4717dd963e2eac078221563bc22c0a1628a83ef8c06cb2ae,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430215,run_STS430215_a20_ironclad.jsonl,1301784,0def8b18e1e0123bb5e88a37acb9496ef93557d100a6fb9dff16954552b7c877,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430223,run_STS430223_a20_ironclad.jsonl,957789,883b8ec7235660b4b21fc9b2a078a16426acc029abb71b3cdd34ca9774da684f,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430231,run_STS430231_a20_ironclad.jsonl,856311,6633e1d8e473e3d02d18c99cd9e59aed1a7b10dcac46e7e98f601deee9bcfcb2,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-004-of-008,STS430239,run_STS430239_a20_ironclad.jsonl,414130,4cacf0e9de813cbff43d8af218931395af73a5449cbd6307287e868a2fc7d9c3,death,clean,clean,capture postprocess,1
